tweet_id,Tweet,Stock Name,Trading Date,final_label
8918,:high_voltage:Watchlist for 8/2/22:high_voltage: $SPY :chart_increasing:Calls Over 413.40 :chart_decreasing:Puts Under 410/407.10 $META :chart_increasing:Calls Over 160.50 :chart_decreasing:Puts Under 157.20 $NVDA :chart_increasing:Calls Over 185.50 :chart_decreasing:Puts Under 183.40 $TSLA :chart_increasing:Calls over 910 :chart_decreasing:Puts Under 885 $AAPL :chart_decreasing:Puts Under 160 :bell:BE READY FOR BANGERS TOMORROW!!:bell:,TSLA,2/8/2022,No Opinion
3392,"Setups and Watch List, 8/14: $VRTX $ANET $LTHM $MPWR $ON $GFS $TSLA $CELH Charts courtesy of",TSLA,15/8/2022,No Opinion
304,I am against any $TSLA share backs until Tesla would assemble a ludicrous pile of cash. The reason is to increase the probability Tesla will achieve its vision regardless of any force majeures.,TSLA,26/9/2022,Hold
3382,Sorry. I just have to share my office view tonight 😎 $tsla,TSLA,15/8/2022,No Opinion
9248,"You have to hand it to $AAPL. Make minimal, incremental, changes and still break records for a premium luxury device amidst runaway inflation. Their branding power teeters on the edge of flat out mind control :red_apple::brain:",AAPL,12/9/2022,Buy
8039,Tesla could become one of the top five most profitable companies in the world next year. LET'S GO! $TSLA :rocket:,TSLA,19/9/2022,Buy
5070,There is no competition!,TSLA,26/7/2022,Buy
5027,$TSLA under $1k feels like a giant steal going into Q3,TSLA,26/7/2022,Buy
1479,"Which after reading the article, is exactly what they're doing. What do you want Elon to fly him out, suck his dick and take him to the super bowl? Accidents happen, get real.",TSLA,8/9/2022,No Opinion
5853,$AAPL $5.5M OTM Put 👀 Strike: 120 Expiration: 11/18 *Above the Ask*,AAPL,29/9/2022,Sell
9309,Watchlist 8/25: $SPY (/ES): Bounced off daily demand | Supply at 4178.55-4188.93 + 4208.56- 4221.28 $AAPL: Supply at 168.76-169.05 for put entry $AMZN: Supply from 134.98-135.47 for put entry $GOOGL: Supply from 114.49-114.78 for put entry No trade if my zones dont hit :cross_mark:,AAPL,25/8/2022,Sell
1576,Ancap safety test shows that pure vision can clearly see people.,TSLA,7/9/2022,Buy
4681,The $TSLA market share losses identified by on Patreon are stunning. Well worth the expense to get them early. It couldn’t be more clear than in all theaters $TSLA is going to have a major challenge growing even 10-20% next year. Can you say $200s?? $TSLA $TSLAQ,TSLA,1/8/2022,Sell
7251,TSM kept like 10% or some shit if i remember correctly. Pretty fucked that he made you live in an expensice neighborhood / took 95% of sponsorships. No wonder u weigh 130 pounds man was eatin dirt,TSM,29/8/2022,No Opinion
7248,"Nah this aint to dis TSM, I agreed with the pay. I thought it was fair regarding my numbers. I took that fucking opportunity and MILKED it DRY.",TSM,29/8/2022,No Opinion
2956,FREE #OPTIONS Ideas 🤯 Scale out when above 25% Profit $SPY 429C>428.30 | 425P<425.81 $AAPL 175C>174.72 | 172.50P<173.30 $TSLA 920C>918.11 | 905P<906.95 $PLUG 30C>29.34 | 27P<27.70 These are my 4 most POWEFUL picks that have made me money! 101 ❤️for TOP bonus picks!,TSLA,19/8/2022,No Opinion
9506,would yall watch me and the squadron play VR horror games on stream :face_with_monocle:,TSM,19/9/2022,No Opinion
7915,"So, you heard the $TSLA delivery news out of China from Troy Teslike. You’ve seen Gary Black’s take. You’ve seen histrionics from the haters, short sellers, & $TSLAQ trolls. But what’s the financial impact?:thinking_face: Who's Hatin' Hard on Tesla Today? Episode 11:",TSLA,28/9/2022,No Opinion
6410,Is gravity in the way of Apple's climb? The Chartmaster charts the tech giant says $AAPL is trading 26X earnings and lays out a trade! 's Tony Zhang shares his thoughts on the trade strategy.,AAPL,12/8/2022,Hold
6680,Woke up. Went to the DMV. Bought bottom on $AAPL while I waited. Just got home and sold the pump. It is what it is.,AAPL,25/7/2022,No Opinion
2335,"So now that we know the fed is going to be aggressive into September (i.e., 75bp likely), can we just not hear anything about the fed until then? None of this maybe they'll do this vs. this crap every day. Just let it be. The media causes so much volatility for no reason. $TSLA",TSLA,26/8/2022,No Opinion
9104,So today I should’ve had a $20-$30k+ day with $TSLA ‘s rally but had a $1.7k day instead (1 trade) I could either be upset or take a step back and realize where I am currently as a trader. I have been working on building my confidence up and being consistent. So... :backhand_index_pointing_down:,TSLA,21/7/2022,No Opinion
5362,"Peak Mania: $TSLA just added a whole $VW as market cap on earnings that compressed their margins, while inflation puts pressure on the consumer. Makes sense. $TSLAQ",TSLA,21/7/2022,Sell
5247,$tsla $Amzn $intc $Pton I’ll keep typing these out. Lot of messages saying it’s helping. Hope a few ppl not on the bus or who are but can’t listen in all day banked. Have a good weekend Everyone. Hit the ground running Monday 🐸💜,TSLA,25/7/2022,No Opinion
8911,"8/2/2022 - Day 13 after Q2/22 result release :megaphone: DO IT! And ""no"", Twitter, I am not a bot, but have to remind these agencies that $TSLA deserves Investment Grade. Analysts Bruce Clark & Rene Lipsch, Moody's; and Nishit K Madlani & David Binns, S&P",TSLA,2/8/2022,Buy
9371,":chart_increasing:OPTIONS STARTER PACK:chart_increasing: •TRADE $SPY $QQQ $IWM $AAPL •Dip/pullback entries ONLY! •1-2 contracts per position •15-20% max risk, 1:3 R/r preferred •MOVE SL UP as the trade turns green •1-4 OTM and NO 0DTE •BID in or no trade •3/5/10 min charts for intraday",AAPL,5/8/2022,No Opinion
3379,"As a father & current FSD beta user, it was sickening to see create a manipulated false demo. Dan’s company is a vendor to competing OEM’s and he has bias. Huge thanks to for recreating the tests and showing the truth",TSLA,15/8/2022,Buy
1575,"In Part 9, Loki returns to help me talk about Tesla’s exponential EPS growth visualized on both linear and logarithmic charts, and how Stephenson IndicatorTM️ looks now that $TSLA has split- again- 3:1. It’s the last pretty charts video in the series. 😭",TSLA,7/9/2022,Buy
